target_id,company_name,website,industry,employee_count,estimated_revenue_usd,hq_country,funding_stage,last_funding_date,recent_funding_18mo,recent_leadership_hire_marketing,recent_rebrand_12mo,in_house_creative_team_size,tech_stack,linkedin_followers
TGT-50148,Foxglove Financial,https://foxglovefinancial.ai,Manufacturing,113,263000000,Australia,PE-Backed,2025-06-24,No,No,No,3,"Salesforce, Marketo, Contentful, Figma",83997
TGT-50149,Ironwood Health,https://ironwoodhealth.com,Consumer Goods,282,79000000,USA,Series B,2024-11-12,No,No,No,20,"HubSpot, Webflow, Segment, Gong",29857
TGT-50150,Oakline Logistics,https://oaklinelogistics.io,Consumer Goods,86,40000000,USA,Series C,2025-03-09,Yes,No,No,3,"HubSpot, Webflow, Segment, Gong",7078
TGT-50151,Monarch Labs,https://monarchlabs.ai,Manufacturing,43,86000000,USA,PE-Backed,2024-10-13,No,No,No,2,"HubSpot, Figma, Intercom",2872
TGT-50152,Valence AI,https://valenceai.com,Logistics,453,228000000,Australia,Series B,2025-04-24,No,No,No,12,"Zoho, Sendinblue, WordPress",11444
TGT-50153,Flint Software,https://flintsoftware.co,E-commerce Platform,1662,491000000,UK,Series B,2025-04-13,No,No,Yes,4,"HubSpot, Figma, Intercom",9272
TGT-50154,Harbor Software,https://harborsoftware.io,Government,135,3000000,Germany,Series C,2024-07-25,No,No,No,14,"HubSpot, Webflow, Segment, Gong",39080
TGT-50155,Plume Cloud,https://plumecloud.ai,EdTech,168,2000000,Canada,Bootstrapped,,No,Yes,No,3,"HubSpot, Figma, Intercom",42708
TGT-50156,Cinder Digital,https://cinderdigital.com,B2B SaaS,549,403000000,Canada,Seed,2024-06-06,No,No,No,13,"Salesforce, Marketo, Contentful, Figma",24837
TGT-50157,Terrace Systems,https://terracesystems.ai,Logistics,1957,140000000,Canada,Series B,2026-01-08,No,No,No,1,"Pipedrive, Mailchimp, Squarespace",34356
TGT-50158,Pioneer Health,https://pioneerhealth.co,Manufacturing,1635,447000000,USA,Public,,Yes,No,No,11,"Salesforce, Marketo, WordPress",1989
TGT-50159,Verdant Software,https://verdantsoftware.com,Manufacturing,47,39000000,UK,Bootstrapped,,No,No,No,3,"Zoho, Sendinblue, WordPress",54841
TGT-50160,Riverbend Health,https://riverbendhealth.com,MarTech,41,146000000,USA,Series B,2024-01-29,No,No,No,1,"Zoho, Sendinblue, WordPress",75880
TGT-50161,Covalent Software,https://covalentsoftware.io,Government,1840,4000000,Canada,Public,,No,No,No,5,"Salesforce, Pardot, Drupal",61257
TGT-50162,Drift AI,https://driftai.ai,Dev Tools,36,304000000,USA,Series B,2025-05-13,Yes,No,No,2,"Pipedrive, Mailchimp, Squarespace",76834
TGT-50163,Kestrel Cloud,https://kestrelcloud.com,Insurance Tech,1556,10000000,USA,PE-Backed,2024-12-13,Yes,No,No,16,"Salesforce, Marketo, Contentful, Figma",8070
TGT-50164,Verdant Logistics,https://verdantlogistics.co,Insurance Tech,293,37000000,USA,PE-Backed,2024-11-19,No,No,No,5,"HubSpot, Webflow, Notion",44661
TGT-50165,Covalent AI,https://covalentai.com,FinTech,43,2000000,Canada,Series D+,2024-08-04,Yes,No,No,1,"Pipedrive, Mailchimp, Squarespace",14545
TGT-50166,Pioneer Systems,https://pioneersystems.ai,HealthTech,400,10000000,Canada,PE-Backed,2024-02-14,No,No,No,4,"Salesforce, Marketo, WordPress",69783
TGT-50167,Terrace Systems,https://terracesystems.co,Manufacturing,33,135000000,Canada,Series A,2024-12-22,Yes,No,No,11,"HubSpot, Webflow, Notion",20639
TGT-50168,Luma Analytics,https://lumaanalytics.ai,E-commerce Platform,107,4000000,USA,Series D+,2025-10-05,No,No,No,3,"Salesforce, Pardot, Drupal",66183
TGT-50169,Terrace Platforms,https://terraceplatforms.com,Government,820,2000000,USA,Bootstrapped,,No,Yes,No,4,"Salesforce, Marketo, Contentful, Figma",42230
TGT-50170,Ember Software,https://embersoftware.ai,Manufacturing,29,1000000,UK,Bootstrapped,,No,No,No,2,"Salesforce, Pardot, Drupal",66276
TGT-50171,Garnet Labs,https://garnetlabs.co,EdTech,1839,351000000,Australia,Series D+,2025-08-23,Yes,No,No,3,"HubSpot, Figma, Intercom",21275
TGT-50172,Garnet Financial,https://garnetfinancial.com,Dev Tools,318,77000000,Australia,Series B,2025-11-16,No,No,No,4,"Salesforce, Pardot, Drupal",1936
TGT-50173,Willowrun Financial,https://willowrunfinancial.io,EdTech,1018,488000000,USA,Series A,2024-08-06,No,No,No,4,"HubSpot, Webflow, Segment, Gong",76900
TGT-50174,Harbor Cloud,https://harborcloud.co,Data & Analytics,1361,22000000,USA,Public,,No,No,No,1,"Salesforce, Marketo, WordPress",83604
TGT-50175,Solstice Analytics,https://solsticeanalytics.ai,Cybersecurity,1981,105000000,USA,Series A,2025-07-30,Yes,No,No,4,"Salesforce, Pardot, Drupal",68330
TGT-50176,Indigo Networks,https://indigonetworks.com,Dev Tools,917,21000000,Canada,Series A,2025-04-21,No,No,Yes,2,"HubSpot, Webflow, Segment, Gong",15651
TGT-50177,Helix Technologies,https://helixtechnologies.ai,PropTech,34,33000000,Australia,Series C,2025-09-03,Yes,No,No,4,"Pipedrive, Mailchimp, Squarespace",33169
TGT-50178,Parallax Health,https://parallaxhealth.ai,Cybersecurity,443,388000000,USA,Series D+,2024-02-26,No,No,No,19,"Salesforce, Marketo, WordPress",78710
TGT-50179,Ember Financial,https://emberfinancial.ai,Consumer Goods,1898,30000000,USA,Public,,No,No,No,5,"Pipedrive, Mailchimp, Squarespace",58123
TGT-50180,Drift Platforms,https://driftplatforms.ai,Cybersecurity,1917,3000000,Australia,Series C,2024-02-27,Yes,No,Yes,5,"HubSpot, Webflow, Notion",11507
TGT-50181,Brightlane Financial,https://brightlanefinancial.com,Data & Analytics,1053,14000000,USA,Series D+,2025-11-11,Yes,No,No,0,"Salesforce, Marketo, Contentful, Figma",58743
TGT-50182,Willowrun Technologies,https://willowruntechnologies.co,MarTech,653,483000000,Canada,Bootstrapped,,No,No,No,0,"HubSpot, Webflow, Segment, Gong",26463
TGT-50183,Ember Digital,https://emberdigital.ai,Cybersecurity,172,3000000,USA,Series D+,2025-11-03,Yes,No,Yes,4,"Salesforce, Marketo, WordPress",42424
TGT-50184,Drift Analytics,https://driftanalytics.io,E-commerce Platform,191,37000000,USA,Public,,No,No,No,15,"Salesforce, Marketo, WordPress",63641
TGT-50185,Redshore,https://redshore.com,EdTech,237,102000000,USA,Series B,2025-08-23,No,No,No,4,"Zoho, Sendinblue, WordPress",56579
TGT-50186,Axiom Group,https://axiomgroup.com,B2B SaaS,1723,94000000,USA,Public,,No,No,No,5,"Salesforce, Marketo, Contentful, Figma",63896
TGT-50187,Valence Systems,https://valencesystems.io,MarTech,53,3000000,USA,Bootstrapped,,No,No,No,4,"Salesforce, Pardot, Drupal",47958
TGT-50188,Juniper Group,https://junipergroup.co,HR Tech,61,64000000,USA,Seed,2025-02-19,No,No,No,0,"Salesforce, Marketo, WordPress",56914
TGT-50189,Harbor Labs,https://harborlabs.co,Dev Tools,31,86000000,Canada,Public,,No,No,Yes,0,"HubSpot, Figma, Intercom",17855
TGT-50190,Thornbury Networks,https://thornburynetworks.com,HR Tech,239,370000000,UK,Series D+,2025-02-04,No,No,No,1,"Pipedrive, Mailchimp, Squarespace",53680
TGT-50191,Umbra Networks,https://umbranetworks.io,Legal Tech,512,25000000,USA,Series B,2024-06-01,Yes,No,No,4,"Zoho, Sendinblue, WordPress",53409
TGT-50192,Redshore Group,https://redshoregroup.ai,Manufacturing,242,3000000,Canada,Series C,2023-11-03,No,No,No,2,"Salesforce, Marketo, WordPress",40330
TGT-50193,Northwind Group,https://northwindgroup.com,HR Tech,46,4000000,Germany,Seed,2025-07-22,No,No,No,5,"Salesforce, Pardot, Drupal",50571
TGT-50194,Riverbend Labs,https://riverbendlabs.co,HR Tech,21,82000000,USA,PE-Backed,2025-11-04,No,No,No,15,"Zoho, Sendinblue, WordPress",78591
TGT-50195,Lattice Networks,https://latticenetworks.ai,PropTech,366,145000000,USA,Public,,Yes,Yes,Yes,1,"Pipedrive, Mailchimp, Squarespace",12537
TGT-50196,Axiom Health,https://axiomhealth.com,Data & Analytics,635,60000000,USA,Public,,Yes,No,Yes,2,"Salesforce, Pardot, Drupal",46020
TGT-50197,Valence Analytics,https://valenceanalytics.ai,EdTech,493,1000000,USA,Series B,2024-07-05,No,No,No,1,"Pipedrive, Mailchimp, Squarespace",59027
TGT-50198,Redshore Cloud,https://redshorecloud.co,B2B SaaS,133,201000000,UK,Series C,2024-12-24,No,Yes,No,5,"Salesforce, Marketo, WordPress",25747
TGT-50199,Beacon Technologies,https://beacontechnologies.com,Data & Analytics,534,12000000,USA,PE-Backed,2023-11-03,No,No,No,0,"HubSpot, Webflow, Segment, Gong",36604
TGT-50200,Ironwood Logistics,https://ironwoodlogistics.io,Manufacturing,33,3000000,USA,Series C,2025-02-07,No,No,No,11,"Pipedrive, Mailchimp, Squarespace",41019
TGT-50201,Kestrel Software,https://kestrelsoftware.ai,Consumer Goods,21,14000000,USA,Public,,Yes,No,No,4,"HubSpot, Webflow, Segment, Gong",67202
TGT-50202,Lattice Logistics,https://latticelogistics.ai,Data & Analytics,1539,34000000,Canada,Series C,2024-10-24,Yes,No,No,1,"Zoho, Sendinblue, WordPress",54391
TGT-50203,Lattice AI,https://latticeai.io,PropTech,1221,38000000,USA,Series A,2024-07-11,Yes,Yes,No,0,"HubSpot, Webflow, Segment, Gong",32693
TGT-50204,Verdant,https://verdant.io,EdTech,191,2000000,USA,Bootstrapped,,Yes,No,No,8,"Salesforce, Marketo, WordPress",79048
TGT-50205,Quill Analytics,https://quillanalytics.com,B2B SaaS,43,323000000,Canada,Seed,2024-01-11,No,No,No,3,"HubSpot, Webflow, Notion",66350
TGT-50206,Flint Logistics,https://flintlogistics.io,Logistics,21,272000000,Australia,Series A,2025-04-04,No,No,No,0,"HubSpot, Figma, Intercom",56670
TGT-50207,Upland Labs,https://uplandlabs.com,Insurance Tech,136,1000000,USA,Seed,2024-06-23,Yes,No,No,4,"Salesforce, Marketo, WordPress",5671
TGT-50208,Plume Cloud,https://plumecloud.io,PropTech,1616,39000000,USA,PE-Backed,2024-12-16,No,No,No,1,"Salesforce, Marketo, Contentful, Figma",26485
TGT-50209,Parallax Analytics,https://parallaxanalytics.com,Manufacturing,39,2000000,USA,Bootstrapped,,Yes,No,No,10,"Salesforce, Pardot, Drupal",65344
TGT-50210,Umbra Analytics,https://umbraanalytics.io,Cybersecurity,164,17000000,USA,Seed,2024-12-05,No,No,No,5,"HubSpot, Figma, Intercom",43788
TGT-50211,Silverleaf,https://silverleaf.ai,FinTech,455,34000000,USA,Seed,2023-12-02,No,No,No,5,"HubSpot, Figma, Intercom",36136
TGT-50212,Garnet Technologies,https://garnettechnologies.com,B2B SaaS,1246,3000000,Germany,Series C,2024-10-19,No,No,No,5,"Salesforce, Marketo, Contentful, Figma",4908
TGT-50213,Solstice Cloud,https://solsticecloud.ai,EdTech,98,59000000,USA,Bootstrapped,,Yes,No,Yes,0,"HubSpot, Webflow, Notion",11730
TGT-50214,Verdant Platforms,https://verdantplatforms.co,Logistics,405,10000000,UK,PE-Backed,2025-01-30,Yes,No,Yes,1,"Pipedrive, Mailchimp, Squarespace",16131
TGT-50215,Drift Labs,https://driftlabs.co,FinTech,28,243000000,USA,Seed,2025-11-22,No,No,No,4,"HubSpot, Webflow, Segment, Gong",4580
TGT-50216,Opal Labs,https://opallabs.ai,HR Tech,1432,35000000,USA,PE-Backed,2025-06-17,No,No,No,0,"Pipedrive, Mailchimp, Squarespace",4487
TGT-50217,Luma Software,https://lumasoftware.ai,Consumer Goods,21,367000000,USA,Bootstrapped,,Yes,No,No,0,"Salesforce, Pardot, Drupal",76818
TGT-50218,Kestrel Digital,https://kestreldigital.com,Insurance Tech,71,453000000,UK,Series D+,2024-08-24,Yes,No,No,1,"Salesforce, Marketo, WordPress",63367
TGT-50219,Foxglove Digital,https://foxglovedigital.io,Consumer Goods,73,70000000,USA,Series D+,2024-02-15,No,No,No,15,"Salesforce, Pardot, Drupal",12912
TGT-50220,Plume Financial,https://plumefinancial.com,Manufacturing,612,90000000,USA,Public,,No,Yes,No,0,"Salesforce, Marketo, Contentful, Figma",4591
TGT-50221,Drift Labs,https://driftlabs.ai,Data & Analytics,59,4000000,Australia,Seed,2025-01-06,No,Yes,No,2,"HubSpot, Webflow, Notion",4817
TGT-50222,Vantage Cloud,https://vantagecloud.io,E-commerce Platform,1016,32000000,Australia,Series C,2024-03-20,Yes,No,No,0,"Salesforce, Marketo, WordPress",34023
TGT-50223,Juniper Digital,https://juniperdigital.co,Insurance Tech,647,231000000,USA,Series C,2024-09-30,Yes,Yes,Yes,4,"HubSpot, Webflow, Segment, Gong",13618
TGT-50224,Thornbury Software,https://thornburysoftware.ai,Legal Tech,1322,233000000,Canada,Series C,2025-04-26,No,No,No,0,"Zoho, Sendinblue, WordPress",5221
TGT-50225,Willowrun Group,https://willowrungroup.com,Manufacturing,1187,348000000,USA,Series B,2024-08-01,No,No,Yes,5,"HubSpot, Webflow, Segment, Gong",60158
TGT-50226,Drift,https://drift.io,Data & Analytics,17,139000000,Australia,Series C,2023-11-16,No,No,No,5,"Salesforce, Marketo, Contentful, Figma",33385
TGT-50227,Garnet Health,https://garnethealth.io,Manufacturing,943,3000000,USA,Public,,No,No,No,19,"Salesforce, Marketo, WordPress",68739
TGT-50228,Willowrun Cloud,https://willowruncloud.com,Government,35,122000000,USA,Series D+,2024-02-26,Yes,No,No,10,"Zoho, Sendinblue, WordPress",52995
TGT-50229,Lattice,https://lattice.ai,Cybersecurity,35,4000000,Canada,Series D+,2024-10-05,No,Yes,No,5,"HubSpot, Webflow, Notion",67715
TGT-50230,Norton Software,https://nortonsoftware.io,MarTech,13,260000000,USA,Series D+,2025-12-21,No,No,No,1,"HubSpot, Webflow, Segment, Gong",51940
TGT-50231,Kiln Networks,https://kilnnetworks.ai,Manufacturing,203,289000000,USA,Seed,2025-08-20,No,No,No,2,"Salesforce, Marketo, Contentful, Figma",31277
TGT-50232,Kiln Logistics,https://kilnlogistics.ai,HealthTech,96,1000000,Canada,Public,,No,No,No,4,"Salesforce, Pardot, Drupal",19605
TGT-50233,Axiom,https://axiom.io,Insurance Tech,195,148000000,USA,Series D+,2024-01-02,No,No,No,1,"Salesforce, Marketo, Contentful, Figma",28437
TGT-50234,Indigo Cloud,https://indigocloud.com,HR Tech,32,40000000,Canada,Series A,2026-01-22,Yes,No,Yes,0,"HubSpot, Webflow, Notion",63114
TGT-50235,Axiom Technologies,https://axiomtechnologies.io,FinTech,1283,3000000,Canada,Series A,2023-12-31,Yes,No,No,1,"HubSpot, Webflow, Segment, Gong",62995
TGT-50236,Parallax Health,https://parallaxhealth.com,EdTech,46,51000000,UK,Public,,No,No,No,19,"HubSpot, Figma, Intercom",19223
TGT-50237,Drift Group,https://driftgroup.io,B2B SaaS,182,12000000,USA,Seed,2024-05-30,No,No,No,2,"Salesforce, Marketo, Contentful, Figma",31118
TGT-50238,Norton Labs,https://nortonlabs.com,B2B SaaS,16,28000000,USA,Series C,2025-07-19,No,No,Yes,2,"HubSpot, Webflow, Segment, Gong",67345
TGT-50239,Meridian Peak Systems,https://meridianpeaksystems.ai,Cybersecurity,23,133000000,Australia,Bootstrapped,,No,Yes,No,4,"Salesforce, Marketo, Contentful, Figma",47213
TGT-50240,Quill Networks,https://quillnetworks.com,Insurance Tech,14,3000000,USA,Public,,No,No,No,1,"Salesforce, Marketo, WordPress",13890
TGT-50241,Plume Health,https://plumehealth.io,Manufacturing,296,33000000,USA,Public,,Yes,Yes,No,0,"Salesforce, Marketo, Contentful, Figma",1903
TGT-50242,Pioneer Networks,https://pioneernetworks.io,Legal Tech,46,56000000,USA,Series D+,2024-04-04,No,Yes,No,12,"HubSpot, Figma, Intercom",39932
TGT-50243,Garnet Analytics,https://garnetanalytics.ai,Consumer Goods,450,148000000,Canada,Series A,2025-11-12,No,No,No,1,"HubSpot, Webflow, Notion",59821
TGT-50244,Monarch Financial,https://monarchfinancial.co,Legal Tech,12,2000000,USA,Seed,2025-04-14,No,No,No,5,"Salesforce, Marketo, Contentful, Figma",71399
TGT-50245,Cinder Logistics,https://cinderlogistics.co,B2B SaaS,38,3000000,Canada,Series D+,2025-09-17,No,No,No,0,"Salesforce, Marketo, WordPress",52384
TGT-50246,Upland Networks,https://uplandnetworks.com,HealthTech,30,82000000,UK,Bootstrapped,,Yes,No,Yes,2,"Zoho, Sendinblue, WordPress",47900
TGT-50247,Verdant Analytics,https://verdantanalytics.io,E-commerce Platform,26,349000000,Canada,Series C,2024-09-12,No,No,No,3,"HubSpot, Webflow, Segment, Gong",23134
TGT-50248,Covalent Platforms,https://covalentplatforms.co,HealthTech,1328,427000000,USA,Bootstrapped,,Yes,No,Yes,4,"Salesforce, Marketo, WordPress",23165
TGT-50249,Valence Financial,https://valencefinancial.ai,HealthTech,562,136000000,UK,Series D+,2025-06-25,No,No,Yes,0,"Zoho, Sendinblue, WordPress",36782
TGT-50250,Juniper Health,https://juniperhealth.com,EdTech,40,2000000,USA,Public,,No,Yes,No,2,"Salesforce, Pardot, Drupal",50571
TGT-50251,Quest Platforms,https://questplatforms.io,Consumer Goods,143,31000000,Canada,Series A,2025-06-09,No,No,No,5,"Salesforce, Pardot, Drupal",65433
TGT-50252,Riverbend Logistics,https://riverbendlogistics.co,Insurance Tech,20,88000000,USA,Bootstrapped,,No,No,No,4,"HubSpot, Figma, Intercom",38705
TGT-50253,Opal Software,https://opalsoftware.co,HR Tech,176,444000000,USA,Series C,2025-10-14,No,No,No,2,"Salesforce, Marketo, WordPress",74580
TGT-50254,Foxglove Logistics,https://foxglovelogistics.com,PropTech,166,422000000,Canada,PE-Backed,2025-03-06,No,No,No,1,"Zoho, Sendinblue, WordPress",33976
TGT-50255,Ironwood Digital,https://ironwooddigital.co,EdTech,1669,51000000,Canada,PE-Backed,2025-08-09,No,No,No,20,"Zoho, Sendinblue, WordPress",64361
TGT-50256,Kestrel Group,https://kestrelgroup.com,HealthTech,1728,381000000,USA,Public,,No,Yes,No,2,"Salesforce, Pardot, Drupal",81763
TGT-50257,Umbra,https://umbra.co,Dev Tools,529,310000000,Canada,Series C,2024-05-13,No,No,No,3,"Zoho, Sendinblue, WordPress",54539
TGT-50258,Pioneer Technologies,https://pioneertechnologies.io,Manufacturing,389,1000000,USA,Public,,Yes,No,No,2,"Salesforce, Marketo, Contentful, Figma",8689
TGT-50259,Opal Cloud,https://opalcloud.io,E-commerce Platform,27,2000000,USA,Series A,2025-03-10,No,No,No,0,"HubSpot, Webflow, Notion",63969
TGT-50260,Riverbend Logistics,https://riverbendlogistics.com,PropTech,76,149000000,USA,Series A,2024-04-17,Yes,Yes,No,3,"HubSpot, Webflow, Segment, Gong",3645
TGT-50261,Juniper Health,https://juniperhealth.io,FinTech,21,127000000,USA,PE-Backed,2026-01-26,No,No,No,0,"Salesforce, Marketo, WordPress",26578
TGT-50262,Pioneer Health,https://pioneerhealth.com,Insurance Tech,198,291000000,Canada,Series A,2024-05-29,No,No,No,2,"Salesforce, Marketo, WordPress",16264
TGT-50263,Upland Software,https://uplandsoftware.co,PropTech,508,17000000,Australia,Public,,No,No,No,5,"HubSpot, Figma, Intercom",4403
TGT-50264,Oakline Logistics,https://oaklinelogistics.io,Manufacturing,1503,105000000,USA,Series A,2024-04-21,Yes,No,No,19,"Salesforce, Pardot, Drupal",21642
TGT-50265,Meridian Peak Analytics,https://meridianpeakanalytics.ai,Manufacturing,1721,130000000,UK,Bootstrapped,,No,Yes,No,18,"Salesforce, Marketo, WordPress",60299
TGT-50266,Plume Technologies,https://plumetechnologies.co,Government,14,280000000,USA,Public,,No,Yes,No,3,"HubSpot, Figma, Intercom",52517
TGT-50267,Opal Software,https://opalsoftware.ai,HealthTech,447,469000000,USA,Public,,Yes,No,No,0,"Salesforce, Marketo, Contentful, Figma",50528
TGT-50268,Monarch Cloud,https://monarchcloud.com,B2B SaaS,522,33000000,USA,Seed,2025-11-30,No,Yes,Yes,17,"Salesforce, Marketo, WordPress",18448
TGT-50269,Riverbend Health,https://riverbendhealth.io,Data & Analytics,27,2000000,USA,Series C,2026-01-09,No,No,No,18,"Salesforce, Marketo, WordPress",4778
TGT-50270,Harbor Software,https://harborsoftware.ai,Legal Tech,1507,36000000,Canada,Public,,Yes,Yes,No,9,"Salesforce, Marketo, Contentful, Figma",47915
TGT-50271,Flint,https://flint.com,PropTech,41,16000000,Canada,Public,,No,No,Yes,2,"HubSpot, Figma, Intercom",55028
TGT-50272,Monarch Labs,https://monarchlabs.io,Dev Tools,45,306000000,Germany,Series D+,2025-06-10,Yes,No,No,1,"HubSpot, Webflow, Segment, Gong",71904
TGT-50273,Kestrel Logistics,https://kestrellogistics.co,EdTech,27,1000000,USA,Seed,2025-10-11,No,No,No,3,"Zoho, Sendinblue, WordPress",79498
TGT-50274,Oakline Health,https://oaklinehealth.io,E-commerce Platform,1994,91000000,USA,PE-Backed,2025-06-20,Yes,No,Yes,0,"Zoho, Sendinblue, WordPress",78219
TGT-50275,Silverleaf Group,https://silverleafgroup.com,Insurance Tech,313,38000000,USA,Public,,No,Yes,Yes,4,"HubSpot, Webflow, Notion",10714
TGT-50276,Plume Networks,https://plumenetworks.co,Legal Tech,140,480000000,Canada,Series D+,2024-06-13,No,No,No,12,"HubSpot, Figma, Intercom",53806
TGT-50277,Kiln Health,https://kilnhealth.ai,FinTech,11,316000000,USA,PE-Backed,2025-06-27,No,No,No,0,"Zoho, Sendinblue, WordPress",74651
TGT-50278,Valence Analytics,https://valenceanalytics.co,Manufacturing,762,240000000,USA,Bootstrapped,,Yes,No,No,1,"Salesforce, Marketo, Contentful, Figma",52106
TGT-50279,Flint Software,https://flintsoftware.ai,Data & Analytics,16,4000000,UK,Bootstrapped,,No,No,Yes,0,"HubSpot, Webflow, Notion",1513
TGT-50280,Helix Financial,https://helixfinancial.io,HealthTech,457,3000000,Canada,PE-Backed,2025-10-02,No,No,Yes,1,"Pipedrive, Mailchimp, Squarespace",40042
TGT-50281,Quest Logistics,https://questlogistics.ai,Legal Tech,116,21000000,UK,Series D+,2026-01-18,No,No,No,4,"Salesforce, Marketo, WordPress",23157
TGT-50282,Kestrel Digital,https://kestreldigital.io,FinTech,1337,4000000,USA,Seed,2025-01-14,Yes,No,No,0,"HubSpot, Webflow, Notion",74115
TGT-50283,Norton,https://norton.co,Data & Analytics,19,4000000,Germany,PE-Backed,2024-06-15,No,No,No,0,"HubSpot, Webflow, Segment, Gong",16954
TGT-50284,Ember Networks,https://embernetworks.ai,Government,69,477000000,USA,Series B,2025-10-18,No,No,No,0,"HubSpot, Figma, Intercom",24103
TGT-50285,Willowrun Logistics,https://willowrunlogistics.ai,PropTech,27,209000000,UK,Public,,No,No,No,4,"Pipedrive, Mailchimp, Squarespace",84161
TGT-50286,Umbra Financial,https://umbrafinancial.com,B2B SaaS,760,119000000,USA,Series B,2026-01-10,No,No,No,1,"HubSpot, Webflow, Segment, Gong",55075
TGT-50287,Northwind Software,https://northwindsoftware.co,HR Tech,240,97000000,USA,Series C,2024-11-18,No,No,Yes,0,"HubSpot, Figma, Intercom",64838
TGT-50288,Upland Analytics,https://uplandanalytics.co,Manufacturing,1683,3000000,USA,Bootstrapped,,Yes,No,Yes,3,"Pipedrive, Mailchimp, Squarespace",71856
TGT-50289,Lattice Health,https://latticehealth.com,Data & Analytics,1119,10000000,Canada,Series D+,2024-09-11,No,No,No,2,"Salesforce, Marketo, WordPress",42690
TGT-50290,Covalent Financial,https://covalentfinancial.com,MarTech,79,247000000,Australia,Public,,No,No,No,4,"Salesforce, Marketo, WordPress",70346
TGT-50291,Thornbury AI,https://thornburyai.co,HealthTech,15,3000000,USA,Public,,Yes,No,No,4,"Pipedrive, Mailchimp, Squarespace",29146
TGT-50292,Luma Networks,https://lumanetworks.com,Insurance Tech,592,17000000,Australia,Bootstrapped,,No,No,No,2,"Zoho, Sendinblue, WordPress",26843
TGT-50293,Flint Health,https://flinthealth.io,EdTech,283,111000000,USA,Seed,2025-05-24,Yes,No,No,11,"Zoho, Sendinblue, WordPress",39791
TGT-50294,Pioneer Platforms,https://pioneerplatforms.co,Insurance Tech,287,3000000,Canada,Series D+,2023-12-27,Yes,No,No,18,"Salesforce, Marketo, WordPress",70806
TGT-50295,Helix Cloud,https://helixcloud.io,Government,198,31000000,USA,Series B,2024-01-27,Yes,No,No,1,"Salesforce, Marketo, WordPress",75510
TGT-50296,Drift,https://drift.co,Consumer Goods,1065,50000000,USA,Series B,2024-10-19,No,No,No,5,"HubSpot, Figma, Intercom",51747
TGT-50297,Kestrel Software,https://kestrelsoftware.io,MarTech,1727,4000000,USA,Series D+,2026-01-29,Yes,No,No,17,"Salesforce, Marketo, Contentful, Figma",4672
TGT-50298,Cinder Cloud,https://cindercloud.ai,MarTech,1354,130000000,USA,Seed,2024-09-20,No,No,No,18,"HubSpot, Figma, Intercom",67055
TGT-50299,Upland Group,https://uplandgroup.io,Legal Tech,14,4000000,USA,Series A,2024-10-15,No,Yes,No,8,"Zoho, Sendinblue, WordPress",72356
